fname,x,y,bbox_x,bbox_y,bbox_w,bbox_h,area
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,184,366,159.0,359.0,17.0,31.0,263.0
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,156,376,149.0,355.0,27.0,38.0,513.0
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,274,416,249.0,398.0,50.0,30.0,750.0
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,132,311,124.0,299.0,33.0,37.0,610.0
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,89,342,65.0,317.0,49.0,42.0,1029.0
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,71,317,55.0,309.0,41.0,33.0,676.0
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,30,308,15.0,294.0,40.0,24.0,480.0
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,34,345,18.0,335.0,41.0,27.0,553.0
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,77,434,70.0,415.0,32.0,23.0,368.0
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,5,254,1.0,229.0,29.0,50.0,725.0
1f2b5a52ee1fb08e508bd9db013802077fa3de8c_00,5,212,1.0,187.0,29.0,50.0,725.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_10,494,345,479.0,320.0,40.0,50.0,1000.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_11,583,115,577.0,108.0,18.0,27.0,243.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_11,576,92,551.0,67.0,32.0,42.0,672.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_11,582,86,557.0,66.0,26.0,43.0,559.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_11,555,82,530.0,57.0,50.0,50.0,1250.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_11,483,140,470.0,133.0,27.0,32.0,432.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_11,571,39,569.0,22.0,27.0,27.0,364.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_11,444,164,433.0,165.0,25.0,24.0,300.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_11,326,90,319.0,81.0,24.0,14.0,168.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_20,87,393,62.0,371.0,28.0,26.0,364.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_20,50,17,35.0,8.0,40.0,32.0,640.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,1,124,0.0,116.0,26.0,33.0,429.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,1,151,0.0,126.0,26.0,50.0,650.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,244,162,219.0,137.0,50.0,50.0,1250.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,217,308,208.0,300.0,34.0,33.0,561.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,0,87,0.0,62.0,25.0,18.0,225.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,120,38,118.0,13.0,27.0,44.0,594.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,47,197,34.0,177.0,26.0,27.0,351.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,103,158,94.0,153.0,34.0,26.0,442.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,224,164,199.0,139.0,50.0,50.0,1250.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,224,147,199.0,122.0,50.0,50.0,1250.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,329,132,320.0,107.0,34.0,32.0,544.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,148,119,123.0,101.0,44.0,35.0,770.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,143,103,118.0,101.0,34.0,27.0,459.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,136,168,124.0,143.0,37.0,32.0,592.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,274,265,249.0,240.0,50.0,49.0,1225.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,231,249,206.0,224.0,50.0,32.0,800.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,194,240,169.0,224.0,50.0,41.0,1025.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,129,38,118.0,13.0,36.0,44.0,792.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,510,5,501.0,0.0,15.0,26.0,195.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,548,7,523.0,0.0,35.0,22.0,385.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,503,33,504.0,8.0,12.0,18.0,108.0
8b1a6dead4e015f168627d466b5eab09aedbf90d_21,410,83,388.0,66.0,19.0,22.0,209.0
da8d3a26ec2a89d871a54a211441fc5674885677_01,867,733,842.0,713.0,50.0,40.0,1000.0
da8d3a26ec2a89d871a54a211441fc5674885677_02,619,219,607.0,201.0,37.0,36.0,666.0
da8d3a26ec2a89d871a54a211441fc5674885677_02,559,407,548.0,382.0,36.0,38.0,684.0
da8d3a26ec2a89d871a54a211441fc5674885677_02,695,223,675.0,200.0,37.0,27.0,499.0
da8d3a26ec2a89d871a54a211441fc5674885677_02,686,141,676.0,126.0,19.0,25.0,237.0
da8d3a26ec2a89d871a54a211441fc5674885677_02,717,248,692.0,223.0,45.0,50.0,1125.0
da8d3a26ec2a89d871a54a211441fc5674885677_02,571,231,546.0,228.0,34.0,28.0,476.0
da8d3a26ec2a89d871a54a211441fc5674885677_02,585,393,560.0,368.0,39.0,38.0,741.0
da8d3a26ec2a89d871a54a211441fc5674885677_02,790,484,773.0,479.0,32.0,21.0,336.0
da8d3a26ec2a89d871a54a211441fc5674885677_02,705,632,702.0,607.0,20.0,50.0,500.0
da8d3a26ec2a89d871a54a211441fc5674885677_02,722,536,727.0,511.0,14.0,23.0,161.0
834979bd5a950935a84f82f34fe50c5ce4d7d769_00,581,386,556.0,361.0,50.0,50.0,1250.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_10,332,290,323.0,265.0,34.0,37.0,629.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_10,355,291,330.0,266.0,39.0,36.0,702.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_10,377,296,356.0,271.0,46.0,50.0,1150.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_10,394,309,369.0,284.0,41.0,34.0,697.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_10,430,314,430.0,289.0,22.0,31.0,341.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,254,116,229.0,116.0,44.0,25.0,550.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,240,74,215.0,49.0,50.0,50.0,1250.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,207,55,182.0,46.0,41.0,34.0,697.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,190,65,171.0,46.0,44.0,44.0,968.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,161,86,136.0,68.0,50.0,43.0,1075.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,171,142,146.0,121.0,50.0,46.0,1150.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,112,44,87.0,19.0,50.0,50.0,1250.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,278,80,253.0,55.0,50.0,50.0,1250.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,283,49,258.0,30.0,50.0,44.0,1100.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,307,69,282.0,59.0,41.0,35.0,717.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,314,19,289.0,0.0,50.0,31.0,775.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,340,16,315.0,6.0,38.0,25.0,475.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,472,8,454.0,2.0,26.0,31.0,403.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,155,221,138.0,219.0,42.0,15.0,315.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,195,244,170.0,240.0,50.0,29.0,725.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,190,284,165.0,259.0,50.0,50.0,1250.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,142,271,117.0,246.0,50.0,50.0,1250.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,136,309,129.0,284.0,32.0,36.0,576.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,169,318,144.0,293.0,50.0,27.0,675.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_11,120,200,95.0,183.0,44.0,30.0,660.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_12,80,9,74.0,0.0,31.0,34.0,527.0
3ecc8e0602ef15515aaea09a027371f19a35bdad_21,70,33,45.0,8.0,50.0,46.0,1150.0
228cc25b00a878335321ee87cc180271133085f5_01,479,56,454.0,31.0,50.0,31.0,775.0
228cc25b00a878335321ee87cc180271133085f5_01,496,100,507.0,75.0,14.0,36.0,252.0
51ac889afa91c483aad8dd05dd69ff05f6a7dc0d_21,546,390,526.0,365.0,45.0,35.0,787.0
51ac889afa91c483aad8dd05dd69ff05f6a7dc0d_21,459,464,456.0,449.0,28.0,18.0,252.0
51ac889afa91c483aad8dd05dd69ff05f6a7dc0d_21,514,382,504.0,358.0,35.0,49.0,857.0
51ac889afa91c483aad8dd05dd69ff05f6a7dc0d_21,572,419,567.0,394.0,23.0,24.0,276.0
51ac889afa91c483aad8dd05dd69ff05f6a7dc0d_21,585,395,560.0,377.0,40.0,41.0,820.0
51ac889afa91c483aad8dd05dd69ff05f6a7dc0d_21,607,352,602.0,327.0,30.0,38.0,570.0
51ac889afa91c483aad8dd05dd69ff05f6a7dc0d_21,689,361,669.0,340.0,27.0,28.0,378.0
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_01,1093,750,1068.0,730.0,50.0,45.0,1125.0
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_01,1100,798,1075.0,773.0,50.0,50.0,1250.0
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_01,1179,624,1168.0,613.0,36.0,36.0,648.0
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_01,1117,544,1092.0,519.0,50.0,40.0,1000.0
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_01,1095,531,1070.0,506.0,50.0,50.0,1250.0
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_02,1085,166,1060.0,141.0,50.0,44.0,1100.0
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_02,1037,27,1028.0,17.0,34.0,35.0,595.0
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_02,1036,14,1011.0,0.0,34.0,27.0,459.0
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_02,1144,178,1121.0,156.0,48.0,47.0,1128.0
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_02,904,41,885.0,16.0,44.0,50.0,1100.0
e4cccd54b1477447d67ffb2030b31f6f0ebf10bb_02,750,233,729.0,208.0,14.0,22.0,154.0
243e61b75a60521ba032a4abd3d7f38edc13eb47_00,1053,272,1030.0,256.0,36.0,41.0,738.0
243e61b75a60521ba032a4abd3d7f38edc13eb47_00,1037,402,1032.0,385.0,30.0,42.0,630.0
243e61b75a60521ba032a4abd3d7f38edc13eb47_10,238,540,227.0,525.0,32.0,40.0,640.0
243e61b75a60521ba032a4abd3d7f38edc13eb47_10,132,423,130.0,429.0,25.0,19.0,237.0
243e61b75a60521ba032a4abd3d7f38edc13eb47_10,66,622,41.0,602.0,50.0,35.0,875.0
243e61b75a60521ba032a4abd3d7f38edc13eb47_10,217,556,192.0,543.0,18.0,27.0,243.0
243e61b75a60521ba032a4abd3d7f38edc13eb47_10,89,245,64.0,220.0,50.0,50.0,1250.0
92abc45420f1c5439d13ca43dcb9a70aea344dc0_00,134,140,127.0,122.0,7.0,24.0,84.0
92abc45420f1c5439d13ca43dcb9a70aea344dc0_00,236,116,225.0,106.0,16.0,14.0,112.0
92abc45420f1c5439d13ca43dcb9a70aea344dc0_10,381,155,372.0,147.0,33.0,33.0,544.0
92abc45420f1c5439d13ca43dcb9a70aea344dc0_10,311,102,294.0,78.0,42.0,42.0,882.0
92abc45420f1c5439d13ca43dcb9a70aea344dc0_21,307,380,303.0,373.0,25.0,16.0,200.0
92abc45420f1c5439d13ca43dcb9a70aea344dc0_21,237,331,234.0,324.0,23.0,19.0,218.0
92abc45420f1c5439d13ca43dcb9a70aea344dc0_21,62,319,50.0,301.0,24.0,26.0,312.0
92abc45420f1c5439d13ca43dcb9a70aea344dc0_22,353,61,347.0,52.0,11.0,23.0,126.0
92abc45420f1c5439d13ca43dcb9a70aea344dc0_22,350,79,340.0,72.0,24.0,10.0,120.0
92abc45420f1c5439d13ca43dcb9a70aea344dc0_22,366,86,341.0,72.0,23.0,10.0,115.0
92abc45420f1c5439d13ca43dcb9a70aea344dc0_22,308,50,299.0,45.0,28.0,19.0,266.0
92abc45420f1c5439d13ca43dcb9a70aea344dc0_22,331,18,314.0,8.0,37.0,21.0,388.0
92abc45420f1c5439d13ca43dcb9a70aea344dc0_22,253,196,235.0,171.0,21.0,34.0,357.0
92abc45420f1c5439d13ca43dcb9a70aea344dc0_22,164,36,145.0,15.0,31.0,29.0,449.0
c40bf28b2f32ca2c1567ab16b43d5bdf1bb9e2e8_01,350,105,348.0,107.0,27.0,23.0,310.0
5d71a9cc266d0a099cb3712a69c44238283c3961_01,332,167,327.0,158.0,18.0,34.0,306.0
5d71a9cc266d0a099cb3712a69c44238283c3961_01,617,254,594.0,253.0,24.0,25.0,300.0
38ded6610ad6e0887ce750736b5a548b4c9286f4_12,1648,908,1643.0,899.0,9.0,28.0,126.0
38ded6610ad6e0887ce750736b5a548b4c9286f4_12,1611,858,1599.0,864.0,23.0,19.0,218.0
38ded6610ad6e0887ce750736b5a548b4c9286f4_12,1590,856,1582.0,846.0,18.0,16.0,144.0
38ded6610ad6e0887ce750736b5a548b4c9286f4_12,1702,1090,1685.0,1078.0,25.0,13.0,162.0
38ded6610ad6e0887ce750736b5a548b4c9286f4_12,1558,1072,1559.0,1083.0,18.0,11.0,99.0
38ded6610ad6e0887ce750736b5a548b4c9286f4_12,1574,1091,1581.0,1066.0,16.0,21.0,168.0
38ded6610ad6e0887ce750736b5a548b4c9286f4_22,69,741,48.0,723.0,32.0,22.0,352.0
029f91a65013265f752a8987e0952eb9880ec49c_00,601,57,596.0,49.0,30.0,28.0,420.0
029f91a65013265f752a8987e0952eb9880ec49c_00,287,89,273.0,66.0,29.0,48.0,696.0
86fe610140c5c957a1b916ef9d91b42376fd0ddd_22,513,637,491.0,612.0,31.0,28.0,434.0
c1fd47984538d199b6824e1b2e02fbed20077ef8_10,584,293,559.0,288.0,50.0,30.0,750.0
e5a91d644626b2e43c9e7b6b567f62459d07cab0_01,301,318,276.0,293.0,50.0,49.0,1225.0
e5a91d644626b2e43c9e7b6b567f62459d07cab0_01,242,427,232.0,414.0,35.0,37.0,647.0
e5a91d644626b2e43c9e7b6b567f62459d07cab0_01,305,450,315.0,425.0,15.0,27.0,202.0
e5a91d644626b2e43c9e7b6b567f62459d07cab0_02,123,291,111.0,281.0,37.0,35.0,647.0
e5a91d644626b2e43c9e7b6b567f62459d07cab0_02,51,325,35.0,313.0,41.0,32.0,656.0
e5a91d644626b2e43c9e7b6b567f62459d07cab0_10,610,53,598.0,58.0,25.0,19.0,237.0
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,587,351,562.0,326.0,23.0,50.0,575.0
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,574,428,563.0,403.0,36.0,28.0,504.0
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,530,428,521.0,403.0,20.0,37.0,370.0
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,507,448,507.0,434.0,11.0,18.0,99.0
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,310,313,302.0,290.0,28.0,48.0,672.0
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,322,334,307.0,309.0,27.0,39.0,526.0
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,353,360,340.0,340.0,33.0,26.0,429.0
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,398,368,382.0,343.0,28.0,32.0,448.0
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,383,397,368.0,372.0,24.0,26.0,312.0
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,375,397,368.0,372.0,24.0,26.0,312.0
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,290,210,290.0,200.0,8.0,14.0,56.0
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,292,163,275.0,138.0,31.0,37.0,573.0
e5a91d644626b2e43c9e7b6b567f62459d07cab0_12,146,142,121.0,150.0,25.0,17.0,212.0
e5a91d644626b2e43c9e7b6b567f62459d07cab0_22,223,423,198.0,398.0,47.0,32.0,752.0
e5a91d644626b2e43c9e7b6b567f62459d07cab0_22,145,438,127.0,422.0,43.0,30.0,645.0
7dfe0a0e99aec16ef6c0a7a689586c694337482e_22,90,948,90.0,923.0,25.0,21.0,262.0
7e3227aa88b36b5f85935fed0d5965a6d45263df_02,400,731,396.0,706.0,29.0,29.0,420.0
13ac04811945643bda100740270d4807ba012411_22,284,16,261.0,0.0,48.0,41.0,984.0
93a82571ee2467c4745d112ae16f7e04957d6698_00,562,286,537.0,275.0,13.0,21.0,136.0
93a82571ee2467c4745d112ae16f7e04957d6698_00,545,289,532.0,275.0,18.0,21.0,189.0
93a82571ee2467c4745d112ae16f7e04957d6698_00,530,292,532.0,275.0,18.0,21.0,189.0
93a82571ee2467c4745d112ae16f7e04957d6698_00,541,135,531.0,125.0,19.0,22.0,209.0
93a82571ee2467c4745d112ae16f7e04957d6698_00,489,107,478.0,99.0,18.0,21.0,189.0
93a82571ee2467c4745d112ae16f7e04957d6698_10,89,341,64.0,333.0,19.0,33.0,313.0
93a82571ee2467c4745d112ae16f7e04957d6698_10,67,355,63.0,333.0,20.0,38.0,380.0
93a82571ee2467c4745d112ae16f7e04957d6698_10,67,329,43.0,308.0,33.0,20.0,330.0
93a82571ee2467c4745d112ae16f7e04957d6698_10,76,373,63.0,348.0,9.0,23.0,103.0
93a82571ee2467c4745d112ae16f7e04957d6698_10,182,296,175.0,271.0,22.0,38.0,418.0
93a82571ee2467c4745d112ae16f7e04957d6698_10,94,254,90.0,242.0,10.0,21.0,105.0
93a82571ee2467c4745d112ae16f7e04957d6698_10,22,215,26.0,218.0,21.0,22.0,231.0
93a82571ee2467c4745d112ae16f7e04957d6698_10,46,214,26.0,218.0,19.0,21.0,199.0
93a82571ee2467c4745d112ae16f7e04957d6698_11,129,42,122.0,22.0,21.0,28.0,294.0
93a82571ee2467c4745d112ae16f7e04957d6698_11,142,49,118.0,50.0,32.0,24.0,384.0
93a82571ee2467c4745d112ae16f7e04957d6698_11,126,10,112.0,0.0,35.0,33.0,577.0
93a82571ee2467c4745d112ae16f7e04957d6698_11,107,28,112.0,3.0,20.0,30.0,300.0
93a82571ee2467c4745d112ae16f7e04957d6698_12,168,152,162.0,161.0,16.0,16.0,128.0
93a82571ee2467c4745d112ae16f7e04957d6698_12,133,133,127.0,112.0,15.0,26.0,195.0
93a82571ee2467c4745d112ae16f7e04957d6698_12,207,257,201.0,244.0,18.0,22.0,198.0
93a82571ee2467c4745d112ae16f7e04957d6698_12,183,275,172.0,263.0,16.0,18.0,144.0
c869a74f1f281b6b7fe00854ef75c867a1a3e400_00,927,1071,925.0,1053.0,23.0,21.0,241.0
c869a74f1f281b6b7fe00854ef75c867a1a3e400_00,971,1084,946.0,1059.0,45.0,33.0,742.0
c869a74f1f281b6b7fe00854ef75c867a1a3e400_00,1022,1001,1009.0,976.0,25.0,30.0,375.0
c869a74f1f281b6b7fe00854ef75c867a1a3e400_00,938,1037,929.0,1018.0,20.0,30.0,300.0
c869a74f1f281b6b7fe00854ef75c867a1a3e400_00,853,1097,841.0,1091.0,31.0,31.0,480.0
c869a74f1f281b6b7fe00854ef75c867a1a3e400_00,851,1110,841.0,1091.0,31.0,44.0,682.0
c869a74f1f281b6b7fe00854ef75c867a1a3e400_01,989,1100,965.0,1085.0,40.0,35.0,700.0
c869a74f1f281b6b7fe00854ef75c867a1a3e400_02,972,30,947.0,5.0,46.0,41.0,943.0
c869a74f1f281b6b7fe00854ef75c867a1a3e400_02,1234,774,1209.0,753.0,47.0,36.0,846.0
c869a74f1f281b6b7fe00854ef75c867a1a3e400_02,420,796,409.0,784.0,26.0,23.0,299.0
c869a74f1f281b6b7fe00854ef75c867a1a3e400_02,386,814,361.0,800.0,30.0,21.0,315.0
c869a74f1f281b6b7fe00854ef75c867a1a3e400_02,375,797,351.0,784.0,40.0,38.0,760.0
c869a74f1f281b6b7fe00854ef75c867a1a3e400_02,415,844,390.0,826.0,36.0,18.0,324.0
c869a74f1f281b6b7fe00854ef75c867a1a3e400_02,406,880,381.0,855.0,26.0,36.0,468.0
c869a74f1f281b6b7fe00854ef75c867a1a3e400_02,720,813,695.0,788.0,40.0,32.0,640.0
c869a74f1f281b6b7fe00854ef75c867a1a3e400_02,682,537,673.0,526.0,21.0,23.0,241.0
822e75ef2010b92fe9ec0c74723448d884a258f1_02,479,282,454.0,265.0,50.0,34.0,850.0
822e75ef2010b92fe9ec0c74723448d884a258f1_02,727,300,702.0,279.0,32.0,46.0,736.0
822e75ef2010b92fe9ec0c74723448d884a258f1_02,458,246,436.0,236.0,44.0,28.0,616.0
822e75ef2010b92fe9ec0c74723448d884a258f1_02,571,170,550.0,151.0,29.0,26.0,377.0
822e75ef2010b92fe9ec0c74723448d884a258f1_02,611,195,601.0,191.0,30.0,29.0,435.0
822e75ef2010b92fe9ec0c74723448d884a258f1_02,587,301,562.0,285.0,50.0,41.0,1025.0
822e75ef2010b92fe9ec0c74723448d884a258f1_02,506,366,492.0,355.0,27.0,20.0,270.0
822e75ef2010b92fe9ec0c74723448d884a258f1_02,488,393,463.0,389.0,50.0,29.0,725.0
822e75ef2010b92fe9ec0c74723448d884a258f1_02,634,291,614.0,289.0,21.0,15.0,157.0
3eda8c875559000eef653059bb28257118661b0a_22,594,456,569.0,434.0,31.0,21.0,325.0
3eda8c875559000eef653059bb28257118661b0a_22,892,765,873.0,740.0,40.0,28.0,560.0
3eda8c875559000eef653059bb28257118661b0a_22,319,661,294.0,636.0,50.0,50.0,1250.0
3eda8c875559000eef653059bb28257118661b0a_22,287,638,298.0,624.0,14.0,39.0,273.0
3eda8c875559000eef653059bb28257118661b0a_22,693,717,668.0,692.0,37.0,42.0,777.0
3eda8c875559000eef653059bb28257118661b0a_22,615,489,613.0,468.0,18.0,11.0,99.0
3eda8c875559000eef653059bb28257118661b0a_22,310,423,285.0,398.0,41.0,35.0,717.0
3eda8c875559000eef653059bb28257118661b0a_22,156,503,131.0,484.0,37.0,38.0,703.0
370e07d2d1d37839f1284cd15c7773f4d08b54ce_01,515,244,490.0,219.0,50.0,50.0,1250.0
370e07d2d1d37839f1284cd15c7773f4d08b54ce_02,295,71,270.0,46.0,45.0,48.0,1080.0
370e07d2d1d37839f1284cd15c7773f4d08b54ce_02,340,66,334.0,48.0,24.0,43.0,516.0
370e07d2d1d37839f1284cd15c7773f4d08b54ce_02,370,92,345.0,67.0,50.0,50.0,1250.0
370e07d2d1d37839f1284cd15c7773f4d08b54ce_02,379,44,354.0,25.0,38.0,39.0,741.0
370e07d2d1d37839f1284cd15c7773f4d08b54ce_02,404,38,394.0,32.0,19.0,18.0,171.0
370e07d2d1d37839f1284cd15c7773f4d08b54ce_02,362,128,337.0,118.0,41.0,35.0,717.0
370e07d2d1d37839f1284cd15c7773f4d08b54ce_02,492,83,467.0,58.0,28.0,49.0,686.0
370e07d2d1d37839f1284cd15c7773f4d08b54ce_02,547,7,545.0,0.0,27.0,32.0,432.0
370e07d2d1d37839f1284cd15c7773f4d08b54ce_02,435,149,433.0,124.0,27.0,40.0,540.0
a58f69f6b5f7ac906d2781fde3aa77d598abdac9_01,1003,581,978.0,576.0,20.0,25.0,250.0
a58f69f6b5f7ac906d2781fde3aa77d598abdac9_01,1107,600,1092.0,575.0,40.0,43.0,860.0
a58f69f6b5f7ac906d2781fde3aa77d598abdac9_01,961,752,951.0,731.0,31.0,46.0,713.0
a58f69f6b5f7ac906d2781fde3aa77d598abdac9_01,968,739,951.0,731.0,29.0,33.0,478.0
a58f69f6b5f7ac906d2781fde3aa77d598abdac9_02,965,102,940.0,77.0,45.0,50.0,1125.0
a58f69f6b5f7ac906d2781fde3aa77d598abdac9_02,979,109,954.0,84.0,31.0,50.0,775.0
a58f69f6b5f7ac906d2781fde3aa77d598abdac9_02,979,96,972.0,71.0,32.0,50.0,800.0
1a4965157dabb0b21c9497eb44cf54ad4796e4ab_20,291,18,266.0,0.0,50.0,43.0,1075.0
